0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.050000 -0.000370 -0.000219 -0.004701 0.000058 -0.022392 0.045351 0.000001 0.000000 0.000196 0.000000 0.004210 0.020622
0.100000 -0.000548 -0.000316 -0.007236 0.000117 -0.030050 0.068840 0.000002 0.000000 0.000344 0.000000 0.005947 0.037037
0.150000 -0.000667 -0.000378 -0.009093 0.000186 -0.033168 0.083189 0.000002 0.000000 0.000489 0.000000 0.007027 0.048951
0.200000 -0.000755 -0.000423 -0.010624 0.000266 -0.034534 0.092551 0.000002 0.000000 0.000640 0.000001 0.007535 0.056254
0.250000 -0.000822 -0.000459 -0.011952 0.000360 -0.035102 0.098807 0.000002 0.000000 0.000793 0.000001 0.007657 0.059942
0.300000 -0.000874 -0.000488 -0.013137 0.000467 -0.035294 0.103037 0.000002 0.000000 0.000948 0.000002 0.007574 0.061347
0.350000 -0.000915 -0.000512 -0.014210 0.000587 -0.035312 0.105917 0.000001 0.000000 0.001102 0.000003 0.007407 0.061450
0.400000 -0.000947 -0.000532 -0.015195 0.000719 -0.035258 0.107882 0.000001 0.000000 0.001256 0.000004 0.007225 0.060869
0.450000 -0.000972 -0.000549 -0.016104 0.000863 -0.035184 0.109221 0.000001 0.000000 0.001409 0.000006 0.007059 0.059968
0.500000 -0.000992 -0.000565 -0.016948 0.001019 -0.035113 0.110125 0.000001 0.000000 0.001561 0.000008 0.006922 0.058950
0.550000 -0.001007 -0.000578 -0.017737 0.001186 -0.035055 0.110725 0.000001 0.000000 0.001712 0.000010 0.006814 0.057926
0.600000 -0.001019 -0.000589 -0.018475 0.001364 -0.035016 0.111110 0.000000 0.000000 0.001861 0.000013 0.006733 0.056954
0.650000 -0.001028 -0.000599 -0.019170 0.001551 -0.034993 0.111343 0.000000 0.000000 0.002009 0.000017 0.006674 0.056061
0.700000 -0.001035 -0.000608 -0.019826 0.001748 -0.034985 0.111467 0.000000 0.000000 0.002156 0.000021 0.006633 0.055256
0.750000 -0.001039 -0.000616 -0.020446 0.001955 -0.034991 0.111515 0.000000 0.000000 0.002301 0.000026 0.006607 0.054538
0.800000 -0.001043 -0.000623 -0.021035 0.002170 -0.035007 0.111508 0.000000 0.000000 0.002445 0.000032 0.006591 0.053905
0.850000 -0.001046 -0.000630 -0.021596 0.002394 -0.035031 0.111462 0.000000 0.000000 0.002588 0.000039 0.006583 0.053347
0.900000 -0.001048 -0.000636 -0.022132 0.002627 -0.035061 0.111390 0.000000 0.000000 0.002730 0.000046 0.006581 0.052859
0.950000 -0.001050 -0.000641 -0.022647 0.002868 -0.035097 0.111299 0.000000 0.000000 0.002871 0.000055 0.006583 0.052431
1.000000 -0.001051 -0.000647 -0.023143 0.003118 -0.035135 0.111197 0.000000 0.000000 0.003011 0.000065 0.006589 0.052058
1.050000 -0.001053 -0.000652 -0.023622 0.003376 -0.035176 0.111088 0.000000 0.000000 0.003151 0.000075 0.006598 0.051731
1.100000 -0.001054 -0.000657 -0.024088 0.003644 -0.035218 0.110974 0.000000 0.000000 0.003290 0.000087 0.006607 0.051445
1.150000 -0.001056 -0.000663 -0.024542 0.003921 -0.035261 0.110859 0.000000 0.000000 0.003430 0.000101 0.006618 0.051196
1.200000 -0.001059 -0.000668 -0.024986 0.004207 -0.035304 0.110745 0.000000 0.000000 0.003570 0.000116 0.006630 0.050977
1.250000 -0.001062 -0.000673 -0.025423 0.004503 -0.035346 0.110632 0.000000 0.000000 0.003710 0.000132 0.006641 0.050786
1.300000 -0.001065 -0.000679 -0.025855 0.004809 -0.035388 0.110522 0.000000 0.000000 0.003852 0.000150 0.006653 0.050618
1.350000 -0.001069 -0.000685 -0.026283 0.005126 -0.035428 0.110415 0.000000 0.000000 0.003995 0.000170 0.006665 0.050470
1.400000 -0.001074 -0.000691 -0.026708 0.005453 -0.035467 0.110312 0.000000 0.000000 0.004140 0.000192 0.006676 0.050340
1.450000 -0.001080 -0.000698 -0.027133 0.005791 -0.035505 0.110212 0.000000 0.000000 0.004287 0.000216 0.006688 0.050226
1.500000 -0.001086 -0.000705 -0.027558 0.006141 -0.035541 0.110117 0.000000 0.000000 0.004438 0.000242 0.006699 0.050125
1.550000 -0.001094 -0.000712 -0.027986 0.006503 -0.035576 0.110025 0.000000 0.000000 0.004591 0.000270 0.006709 0.050036
1.600000 -0.001102 -0.000720 -0.028416 0.006876 -0.035609 0.109938 0.000000 0.000000 0.004748 0.000301 0.006719 0.049956
1.650000 -0.001110 -0.000728 -0.028851 0.007262 -0.035641 0.109854 0.000000 0.000000 0.004909 0.000335 0.006730 0.049885
1.700000 -0.001120 -0.000736 -0.029291 0.007661 -0.035671 0.109775 0.000000 0.000000 0.005075 0.000371 0.006739 0.049822
1.750000 -0.001130 -0.000745 -0.029737 0.008072 -0.035699 0.109699 0.000000 0.000000 0.005246 0.000410 0.006748 0.049765
1.800000 -0.001141 -0.000754 -0.030189 0.008497 -0.035726 0.109627 0.000000 0.000000 0.005423 0.000453 0.006757 0.049714
1.850000 -0.001152 -0.000763 -0.030649 0.008934 -0.035751 0.109558 0.000000 0.000000 0.005606 0.000499 0.006766 0.049668
1.900000 -0.001164 -0.000773 -0.031117 0.009385 -0.035775 0.109492 0.000000 0.000000 0.005796 0.000548 0.006774 0.049626
1.950000 -0.001176 -0.000783 -0.031593 0.009849 -0.035797 0.109430 0.000001 0.000000 0.005993 0.000601 0.006783 0.049586
